raw,t5_template,cluster_id,cluster_template,drain_similarity,auto_label,auto_label_v2,manual_label,final_label
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-13 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-13 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-13,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-::2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-14 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-14 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-14,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-:.2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-15 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-15 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-15,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-:.2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-16 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-16 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-16,[2025-08-27T09:41:14.053]. power down request repeating for node [2025-08-27T09:41:14.053]. power down request.2025-08-27T09:41:14.0,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-17 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-17 reason set to: stopping cluster. [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-17,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-::2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-18 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-18 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-18,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-::2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-19 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-19 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-19,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-::2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] update_node: node cpu-16c-std-dy-c7i8xlarge-20 reason set to: stopping cluster,[2025-08-27T09:41:14.053] update_node: node cpu-16c-sd-dy-c7i8xlarge-20 reason set to: stopping cluster cluster [2025-08-27T09:41:14.053],T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.053] power down request repeating for node cpu-16c-std-dy-c7i8xlarge-20,[2025-08-27T09:41:14.053]. [2025-08-27T09:41:14.053]:-::2025-08-27T09:41:14.053]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-1 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-1 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-1,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]::::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-2 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-2 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-2,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]:-::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-3 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-3 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-3,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]::::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-4 reason set to: stopping cluster,cpu-32c-std-dy-c7i16xlarge-4 node node node cpu-32c-std-dy-c7i16xlarge-4 reason set to: stopping cluster cluster cluster-cpu,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-4,power down request repeating for node: power down request repeating for node:10:41:14.085 [2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-d,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-5 reason set to: stopping cluster,node cpu-32c-std-dy-c7i16xlarge-5 node node node cpu-32c-std-dy-c7i16xlarge-5-c7i16xlarge-5,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-5,:14.085] [2025-08-27T09:41:14.085] power down request. power down request repeating for node:41:14.085 power down request repeating for node cpu-32c-std-dy-,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-6 reason set to: stopping cluster,-node node-node node [2025-08-27T09:41:14.085] [2025-08-27T09:41:14.085] [2025-08-27T09:41:14.085] [2025-0,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-6,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]::::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-7 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-7 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-7,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085].::2025-08-27T09:41:14.085]:5-08,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-8 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-8 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-8,[2025-08-27T09:41:14.085] node [2025-08-27T09:41:14.085]:: [2025-08-27T09:41:14.085]:2025-08-27T,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-9 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-9 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-9,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]::::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-10 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-10 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-10,:14.085] [2025-08-27T09:41:14.085] power down request repeating for node. power down request repeating for node:41:14.085 power down request repeating for node cpu-32c-st,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-11 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-11 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-11,[2025-08-27T09:41:14.085]. [2025-08-27T09:41:14.085]::::2025-08-27T09:41:14.085]:5-08-27,T-1,,1.0,unlabeled,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-12 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-12 reason set to: stopping cluster cluster [2025-08-27T09:41:14.0,T-1,,1.0,cluster_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-12,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085]. power down request.2025-08-27T09:41:14.085]:,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-13 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-13 reason set to: stopping cluster cluster [2025-08-27T09:41:14.0,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-13,:14.085] [2025-08-27T09:41:14.085] power down request repeating for node. power down request repeating for node:41:14.085 power down request repeating for node cpu-32c-st,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-14 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-14 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-14,power down request repeating for node [2025-08-27T09:41:14.085] [2025-08-27T09:41:14.085] power down request repeating for node. power down request repeating for node-c7i16,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-15 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-15 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-15,power down request repeating for node [2025-08-27T09:41:14.085] [2025-08-27T09:41:14.085] power down request repeating for node. power down request repeating for node-c7i16,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-16 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-16 reason set to: stopping cluster cluster [2025-08-27T09:41:14.0,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-16,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085]. power down request:2025-08-27T09:41:14.085]:,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-17 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-17 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-17,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085]-::2025-08-27T09:41:14.085]:5-08,T00015289,[2025-08-27T09:41:14.085] node [2025-08-27T09:41:14.085]:: [2025-08-27T09:41:14.085]:2025-08-27T,1.0,node_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-18 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-18 reason set to: stopping cluster cluster [2025-08-27T09:41:14.0,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-18,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085]. power down request.2025-08-27T09:41:14.085]:,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-19 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-19 reason set to: stopping cluster cluster. [2025-08-27T09:41:1,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-19,:14.085] [2025-08-27T09:41:14.085] power down request repeating for node. power down request repeating for node:41:14.085 power down request repeating for node cpu-32c-st,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-20 reason set to: stopping cluster,[2025-08-27T09:41:14.085] update_node: node cpu-32c-std-dy-c7i16xlarge-20 reason set to: stopping cluster cluster [2025-08-27T09:41:14.0,T00015280,2025-08-27T09:41:14.053 node_node: [2025-08-27T09:41:14.053]node node- node2025-08-27T09:41:14.053,1.0,cluster_shutdown_event,cluster_shutdown_event,unlabeled,cluster_shutdown_event
[2025-08-27T09:41:14.085] power down request repeating for node cpu-32c-std-dy-c7i16xlarge-20,[2025-08-27T09:41:14.085]. power down request [2025-08-27T09:41:14.085]- power down request:2025-08-27T09:41:14.085]:,T-1,,1.0,node_shutdown_event,cluster_shutdown_event,node_shutdown_event,node_shutdown_event
