dataset,line_no,timestamp,level,component,message,template
Linux_2k,11,,,Jun,Jun 15 02:04:59 combo sshd(pam_unix)[20896]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,Jun 15 02:04:59 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<NUM>-<NUM>-<NUM>-1.hinet-ip.hinet.net  user=root
Linux_2k,12,,,Jun,Jun 15 02:04:59 combo sshd(pam_unix)[20897]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,Jun 15 02:04:59 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<NUM>-<NUM>-<NUM>-1.hinet-ip.hinet.net  user=root
Linux_2k,13,,,Jun,Jun 15 02:04:59 combo sshd(pam_unix)[20898]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,Jun 15 02:04:59 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<NUM>-<NUM>-<NUM>-1.hinet-ip.hinet.net  user=root
Linux_2k,14,,,Jun,Jun 15 04:06:18 combo su(pam_unix)[21416]: session opened for user cyrus by (uid=0),Jun 15 04:06:18 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
Linux_2k,15,,,Jun,Jun 15 04:06:19 combo su(pam_unix)[21416]: session closed for user cyrus,Jun 15 04:06:19 combo su(pam_unix)[<NUM>]: session closed for user cyrus
Linux_2k,16,,,logrotate,Jun 15 04:06:20 combo logrotate: ALERT exited abnormally with [1],Jun 15 04:06:20 combo logrotate: ALERT exited abnormally with [1]
Linux_2k,17,,,Jun,Jun 15 04:12:42 combo su(pam_unix)[22644]: session opened for user news by (uid=0),Jun 15 04:12:42 combo su(pam_unix)[<NUM>]: session opened for user news by (uid=0)
Linux_2k,18,,,Jun,Jun 15 04:12:43 combo su(pam_unix)[22644]: session closed for user news,Jun 15 04:12:43 combo su(pam_unix)[<NUM>]: session closed for user news
Linux_2k,19,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23397]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,20,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23397]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,21,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23395]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,22,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23395]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,23,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23404]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,24,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23404]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,25,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23399]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,26,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23399]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,27,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23406]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,28,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23406]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,29,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23396]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,30,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23394]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,31,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23407]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,32,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,33,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23403]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,34,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23396]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,35,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23407]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,36,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23403]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,37,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23412]: check pass; user unknown,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,38,,,Jun,Jun 15 12:12:34 combo sshd(pam_unix)[23412]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:12:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,39,,,Jun,Jun 15 12:13:19 combo sshd(pam_unix)[23414]: check pass; user unknown,Jun 15 12:13:19 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,40,,,Jun,Jun 15 12:13:19 combo sshd(pam_unix)[23414]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:13:19 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,41,,,Jun,Jun 15 12:13:20 combo sshd(pam_unix)[23416]: check pass; user unknown,Jun 15 12:13:20 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,42,,,Jun,Jun 15 12:13:20 combo sshd(pam_unix)[23416]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 15 12:13:20 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,43,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23661]: check pass; user unknown,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,44,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,45,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23663]: check pass; user unknown,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,46,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,47,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23664]: check pass; user unknown,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,48,,,Jun,Jun 15 14:53:32 combo sshd(pam_unix)[23664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:32 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,49,,,Jun,Jun 15 14:53:33 combo sshd(pam_unix)[23665]: check pass; user unknown,Jun 15 14:53:33 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,50,,,Jun,Jun 15 14:53:33 combo sshd(pam_unix)[23665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:33 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,51,,,Jun,Jun 15 14:53:34 combo sshd(pam_unix)[23669]: check pass; user unknown,Jun 15 14:53:34 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,52,,,Jun,Jun 15 14:53:34 combo sshd(pam_unix)[23669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:34 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,53,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23671]: check pass; user unknown,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,54,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,55,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23673]: check pass; user unknown,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,56,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,57,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23674]: check pass; user unknown,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,58,,,Jun,Jun 15 14:53:35 combo sshd(pam_unix)[23674]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:35 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,59,,,Jun,Jun 15 14:53:36 combo sshd(pam_unix)[23678]: check pass; user unknown,Jun 15 14:53:36 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,60,,,Jun,Jun 15 14:53:36 combo sshd(pam_unix)[23678]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:36 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,61,,,Jun,Jun 15 14:53:36 combo sshd(pam_unix)[23677]: check pass; user unknown,Jun 15 14:53:36 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,62,,,Jun,Jun 15 14:53:36 combo sshd(pam_unix)[23677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 15 14:53:36 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<HEX>.ctinets.com
Linux_2k,63,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24138]: check pass; user unknown,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,64,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24138]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-<NUM>-<NUM>-<NUM>.rev.krline.net
Linux_2k,65,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24137]: check pass; user unknown,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,66,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-<NUM>-<NUM>-<NUM>.rev.krline.net
Linux_2k,67,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24141]: check pass; user unknown,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,68,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24141]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-<NUM>-<NUM>-<NUM>.rev.krline.net
Linux_2k,69,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24140]: check pass; user unknown,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,70,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-<NUM>-<NUM>-<NUM>.rev.krline.net
Linux_2k,71,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24139]: check pass; user unknown,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,72,,,Jun,Jun 15 20:05:31 combo sshd(pam_unix)[24139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 15 20:05:31 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-<NUM>-<NUM>-<NUM>.rev.krline.net
Linux_2k,73,,,Jun,Jun 16 04:10:22 combo su(pam_unix)[25178]: session opened for user cyrus by (uid=0),Jun 16 04:10:22 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
Linux_2k,74,,,Jun,Jun 16 04:10:23 combo su(pam_unix)[25178]: session closed for user cyrus,Jun 16 04:10:23 combo su(pam_unix)[<NUM>]: session closed for user cyrus
Linux_2k,75,,,logrotate,Jun 16 04:10:24 combo logrotate: ALERT exited abnormally with [1],Jun 16 04:10:24 combo logrotate: ALERT exited abnormally with [1]
Linux_2k,76,,,Jun,Jun 16 04:16:17 combo su(pam_unix)[25548]: session opened for user news by (uid=0),Jun 16 04:16:17 combo su(pam_unix)[<NUM>]: session opened for user news by (uid=0)
Linux_2k,77,,,Jun,Jun 16 04:16:18 combo su(pam_unix)[25548]: session closed for user news,Jun 16 04:16:18 combo su(pam_unix)[<NUM>]: session closed for user news
Linux_2k,78,,,Jun,Jun 17 04:03:33 combo su(pam_unix)[27953]: session opened for user cyrus by (uid=0),Jun 17 04:03:33 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
Linux_2k,79,,,Jun,Jun 17 04:03:34 combo su(pam_unix)[27953]: session closed for user cyrus,Jun 17 04:03:34 combo su(pam_unix)[<NUM>]: session closed for user cyrus
Linux_2k,80,,,logrotate,Jun 17 04:03:36 combo logrotate: ALERT exited abnormally with [1],Jun 17 04:03:36 combo logrotate: ALERT exited abnormally with [1]
Linux_2k,81,,,Jun,Jun 17 04:09:43 combo su(pam_unix)[29190]: session opened for user news by (uid=0),Jun 17 04:09:43 combo su(pam_unix)[<NUM>]: session opened for user news by (uid=0)
Linux_2k,82,,,Jun,Jun 17 04:09:45 combo su(pam_unix)[29190]: session closed for user news,Jun 17 04:09:45 combo su(pam_unix)[<NUM>]: session closed for user news
Linux_2k,83,,,ftpd,Jun 17 07:07:00 combo ftpd[29504]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,84,,,ftpd,Jun 17 07:07:00 combo ftpd[29508]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,85,,,ftpd,Jun 17 07:07:00 combo ftpd[29507]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,86,,,ftpd,Jun 17 07:07:00 combo ftpd[29505]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,87,,,ftpd,Jun 17 07:07:00 combo ftpd[29506]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,88,,,ftpd,Jun 17 07:07:00 combo ftpd[29509]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 17 07:07:00 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:00 <NUM>
Linux_2k,89,,,ftpd,Jun 17 07:07:02 combo ftpd[29510]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,Jun 17 07:07:02 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:02 <NUM>
Linux_2k,90,,,ftpd,Jun 17 07:07:04 combo ftpd[29511]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,Jun 17 07:07:04 combo ftpd[<NUM>]: connection from <IP> (24-54-76-<NUM>.bflony.adelphia.net) at Fri Jun 17 07:07:04 <NUM>
Linux_2k,91,,,Jun,Jun 17 19:43:13 combo sshd(pam_unix)[30565]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,Jun 17 19:43:13 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,92,,,Jun,Jun 17 20:29:26 combo sshd(pam_unix)[30631]: session opened for user test by (uid=509),Jun 17 20:29:26 combo sshd(pam_unix)[<NUM>]: session opened for user test by (uid=<NUM>)
Linux_2k,93,,,Jun,Jun 17 20:34:57 combo sshd(pam_unix)[30631]: session closed for user test,Jun 17 20:34:57 combo sshd(pam_unix)[<NUM>]: session closed for user test
Linux_2k,94,,,ftpd,Jun 17 20:55:06 combo ftpd[30755]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 17 20:55:06 combo ftpd[<NUM>]: connection from <IP> (lns-vlq-45-tou-82-<NUM>-<NUM>-81.adsl.proxad.net) at Fri Jun 17 20:55:06 <NUM>
Linux_2k,95,,,ftpd,Jun 17 20:55:06 combo ftpd[30754]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 17 20:55:06 combo ftpd[<NUM>]: connection from <IP> (lns-vlq-45-tou-82-<NUM>-<NUM>-81.adsl.proxad.net) at Fri Jun 17 20:55:06 <NUM>
Linux_2k,96,,,ftpd,Jun 17 20:55:06 combo ftpd[30753]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 17 20:55:06 combo ftpd[<NUM>]: connection from <IP> (lns-vlq-45-tou-82-<NUM>-<NUM>-81.adsl.proxad.net) at Fri Jun 17 20:55:06 <NUM>
Linux_2k,97,,,ftpd,Jun 17 20:55:06 combo ftpd[30756]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 17 20:55:06 combo ftpd[<NUM>]: connection from <IP> (lns-vlq-45-tou-82-<NUM>-<NUM>-81.adsl.proxad.net) at Fri Jun 17 20:55:06 <NUM>
Linux_2k,98,,,ftpd,Jun 17 20:55:06 combo ftpd[30757]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 17 20:55:06 combo ftpd[<NUM>]: connection from <IP> (lns-vlq-45-tou-82-<NUM>-<NUM>-81.adsl.proxad.net) at Fri Jun 17 20:55:06 <NUM>
