timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,drain_similarity,auto_label,auto_label_v2
2025-12-09T11:08:04.028137,[2025-09-03T07:53:16.001] SchedulerParameters=bf_resolution=60,scheduler_parameters,info,scheduler,"scheduler,config,bf_resolution",7,[2025-09-03T07:53:16.001] SchedulerParameters=bf_resolution=60 [2025-09-03T07:53:16.001] [2025-09-03T07:53:16.001],[2025-09-03T07:53:16.001] SchedulerParameters=bf_resolution=60,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:53:16.002] SchedulerParameters=bf_window=4320,scheduler_parameters,info,scheduler,"scheduler,config,bf_window",8,[2025-09-03T07:53:16.002] SchedulerParameters=bf_window=4320 [2025-09-03T07:53:16.002] SchedulerParameters=bf_window=432020,[2025-09-03T07:53:16.002] SchedulerParameters=bf_window=4320,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.244] select/cons_tres: preparing for 19 partitions,scheduler_config_event,info,scheduler,"scheduler,config,select,prepare",9,/con_tres: preparing for 19 partitions. [2025-09-03T07:52:15.244] select/cons_tres: preparing for 19 partitions. [2025-09-03T07:52:15.244] select/cons_tre,[2025-09-03T07:52:15.244] select/cons_tres: preparing for 19 partitions,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.244] select/cons_tres: reconfigure,scheduler_config_event,info,scheduler,"scheduler,config,select,reconfigure",10,[2025-09-03T07:52:15.244] select/cons_tres: reconfigure [2025-09-03T07:52:15.244] select/cons_tres: reconfigure [2025-09-03T07:52:15.2,[2025-09-03T07:52:15.244] select/cons_tres: reconfigure,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.244] Recovered state of 0 reservations,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,reservations,recovered",11,[2025-09-03T07:52:15.244] Recovered state of 0 reservations. [2025-09-03T07:52:15.244] [2025-09-03T07:52:15.244] Recovered state of 0 reservations. [,[2025-09-03T07:52:15.244] Recovered state of 0 reservations,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.244] State of 0 triggers recovered,cluster_state_recovered_no_triggers,info,scheduler,"cluster,state,triggers,recovered",12,[2025-09-03T07:52:15.244].] [2025-09-03T07:52:15.244]] [2025-09-03T07:52:15.244] [2025-09-03T07:52:,[2025-09-03T07:52:15.244] State of 0 triggers recovered,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.226] Running as primary controller,controller_primary,info,infra,"controller,primary,infra",13,[2025-09-03T07:52:15.226] Running as primary controller. [2025-09-03T07:52:15.226] Running as primary controller.,[2025-09-03T07:52:15.226] Running as primary controller,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.245] read_slurm_conf: backup_controller not specified,controller_backup_not_configured,warning,infra,"controller,backup,not_configured",14,[2025-09-03T07:52:15.245] read_slurm_conf: backup_controller not specified [2025-09-03T07:52:15.245] read_slurm_conf: backup_controller not specified [2025-0,[2025-09-03T07:52:15.245] read_slurm_conf: backup_controller not specified,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.236] Gres Name=gpu Type=l4 Count=4 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,count4",1,Gres=gpugpu=4 [2025-09-03T07:52:15.236] Gres Name=gpu Type=l4 Count=4 [2025-09-03T07:52:15.236] Gres Name=gpu,<*> Gres Name=gpu Type=l4 <*> <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.235] Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,count8",1,Gres=gpugpu [2025-09-03T07:52:15.235] Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE] Gres Name=gpu Type=l4 Count=8,<*> Gres Name=gpu Type=l4 <*> <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T09:10:00.001] AUTH: user alice failed password authentication from 10.1.2.3 (error=INVALID_CREDENTIALS),auth_failure,high,security,"auth,failed,password,invalid_credentials",15,user alice failed password authentication from 10.1.2.3 (error=INVALID_CREDENTIALS) (user alice failed password authentication from 10.1.2.3) user alice failed password authentication from 10.1.2.3 (error=INVALID_CREDENTIALS,[2025-09-03T09:10:00.001] AUTH: user alice failed password authentication from 10.1.2.3 (error=INVALID_CREDENTIALS),0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T09:10:05.123] DISK: /var is 92% full on node cpu-16c-std-01 (warning: low free space),disk_usage_high,warning,storage,"disk,usage,full,low_space",16,/var is 92% full on node cpu-16c-std-01 (warning: low free space) [2025-09-03T09:10:05.123] [ [2025-09-03T09:10:05.123,[2025-09-03T09:10:05.123] DISK: /var is 92% full on node cpu-16c-std-01 (warning: low free space),0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T09:10:07.456] DISK: scrubber error while cleaning temp files on node cpu-8c-std-02,disk_scrubber_error,high,storage,"disk,scrubber,error,temp_files",17,-scrubber-error-while-cleaning-temp files on node cpu-8c-std-02-02 error while cleaning temp files on node-02 [2025-09-03T09:10:07.456] [202,[2025-09-03T09:10:07.456] DISK: scrubber error while cleaning temp files on node cpu-8c-std-02,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T09:10:10.789] JOB 987654 submitted by user bob to partition gpu-long (priority=high),job_submit_gpu_long,info,scheduler,"job,submit,gpu-long,priority_high",18,[2025-09-03T09:10:10.789] [2025-09-03T09:10:10.789] [2025-09-03T09:10:10.789] [2025-09-03T09:10:10.789] [202,[2025-09-03T09:10:10.789] JOB 987654 submitted by user bob to partition gpu-long (priority=high),0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T09:10:12.000] NETWORK: latency to storage cluster increased to 120ms (no SLA breach),network_latency_storage_cluster,warning,network,"network,latency,storage_cluster",19,[2025-09-03T09:10:12.000] [2025-09-03T09:10:12.000] [2025-09-03T09:10:12.000] [2025-09-03T09:10:12.000] [2025-09-03,[2025-09-03T09:10:12.000] NETWORK: latency to storage cluster increased to 120ms (no SLA breach),0.0,unknown,unknown
